,Index,Name,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,Male_edu,Female_edu,Male.1_edu,Female.1_edu,Male.2_edu,Female.2_edu,Male.3_edu,Female.3_edu,Male.4_edu,Female.4_edu,Male.5_edu,Female.5_edu,Under 3 years_age,3 to under 6 years_age,6 to under 10 years_age,10 to under 15 years_age,15 to under 18 years_age,18 to under 20 years_age,20 to under 25 years_age,25 to under 30 years_age,30 to under 35 years_age,35 to under 40 years_age,40 to under 45 years_age,45 to under 50 years_age,50 to under 55 years_age,55 to under 60 years_age,60 to under 65 years_age,65 to under 75 years_age,75 years and older_age,Total_age,Under 3 years.1_age,3 to under 6 years.1_age,6 to under 10 years.1_age,10 to under 15 years.1_age,15 to under 18 years.1_age,18 to under 20 years.1_age,20 to under 25 years.1_age,25 to under 30 years.1_age,30 to under 35 years.1_age,35 to under 40 years.1_age,40 to under 45 years.1_age,45 to under 50 years.1_age,50 to under 55 years.1_age,55 to under 60 years.1_age,60 to under 65 years.1_age,65 to under 75 years.1_age,75 years and older.1_age,Total.1_age,Under 3 years.2_age,3 to under 6 years.2_age,6 to under 10 years.2_age,10 to under 15 years.2_age,15 to under 18 years.2_age,18 to under 20 years.2_age,20 to under 25 years.2_age,25 to under 30 years.2_age,30 to under 35 years.2_age,35 to under 40 years.2_age,40 to under 45 years.2_age,45 to under 50 years.2_age,50 to under 55 years.2_age,55 to under 60 years.2_age,60 to under 65 years.2_age,65 to under 75 years.2_age,75 years and older.2_age,Total.2_age,Total_workingAge,Male_workingAge,Female_workingAge,Total.1_workingAge,Male.1_workingAge,Female.1_workingAge,Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed
128,8117,"Göppingen, Landkreis",2158,1111,1047,3,1328,2,191,63,12,0,378,12,49,100,138,29,17,20,288,29,2630,1238,1392,1095,575,71,32,246,134,427,202,351,207,33,11,6489,6551,9011,12187,8412,5858,14419,15028,14572,14644,15714,20468,21614,18580,15458,25578,28166,252749,3315,3331,4552,6271,4366,3152,7760,7969,7500,7475,7898,10312,11149,9325,7516,12156,11559,125606,3174,3220,4459,5916,4046,2706,6659,7059,7072,7169,7816,10156,10465,9255,7942,13422,16607,127143,95672,53609,42063,12925,8461,4464,642.36,5169,1576,419,88,506,1132,1397
129,8118,"Ludwigsburg, Landkreis",5535,2795,2740,8,1751,1,483,117,22,1,497,0,88,129,203,51,15,0,128,16,5074,2448,2626,1405,742,126,52,240,129,451,198,588,363,52,32,15753,14948,20080,25834,16851,11772,29520,34330,34295,35096,35152,44286,44138,37262,30217,51034,53506,534074,8048,7701,10219,13285,8744,6211,15432,17648,17482,17800,17681,22593,22583,18571,14492,24023,22165,264678,7705,7247,9861,12549,8107,5561,14088,16682,16813,17296,17471,21693,21555,18691,15725,27011,31341,269396,211961,117089,94872,33681,21139,12542,686.83,10323,3500,795,177,967,2348,3070
130,8119,Rems-Murr-Kreis,3706,1908,1798,4,1317,0,299,87,7,0,311,0,65,49,6,29,19,0,422,23,4134,2050,2084,2039,898,280,84,462,206,664,291,633,317,51,37,11117,10888,15023,20709,13985,9664,23779,24601,24431,24679,26461,35108,36706,30446,24879,41503,45477,419456,5676,5563,7636,10654,7134,5080,12789,12808,12408,12275,13234,17711,18673,15326,11973,19512,18693,207145,5441,5325,7387,10055,6851,4584,10990,11793,12023,12404,13227,17397,18033,15120,12906,21991,26784,212311,162715,89178,73537,22625,13771,8854,858.14,8410,2785,546,97,626,1834,2559
131,8125,"Heilbronn, Landkreis",3102,1566,1536,4,1252,0,259,23,0,0,367,0,0,0,135,9,18,35,383,23,3318,1615,1703,204,18,7,0,51,4,121,11,25,3,4,1,9254,8755,12227,16937,11490,8030,19142,20577,20229,20727,21795,28028,29465,24816,20232,30826,31858,334388,4783,4424,6249,8588,5931,4241,10437,11004,10376,10634,11054,14264,14973,12708,9944,14747,13131,167488,4471,4331,5978,8349,5559,3789,8705,9573,9853,10093,10741,13764,14492,12108,10288,16079,18727,166900,135098,76316,58782,14765,9859,4906,1099.93,6457,1660,540,105,639,1448,2008
132,8126,Hohenlohekreis,967,455,512,1,283,3,86,39,3,0,146,0,0,0,0,6,0,0,0,0,1105,554,551,739,366,39,11,215,106,136,70,349,179,29,21,2904,2943,4082,5524,3813,2731,6788,7182,6613,6412,6873,8931,9547,8403,6799,9645,10991,110181,1459,1534,2127,2853,1999,1482,3669,3851,3636,3197,3489,4517,4928,4266,3367,4709,4486,55569,1445,1409,1955,2671,1814,1249,3119,3331,2977,3215,3384,4414,4619,4137,3432,4936,6505,54612,46501,26261,20240,3593,2328,1265,776.76,1916,350,149,30,203,487,604
133,8127,"Schwäbisch Hall, Landkreis",1849,952,897,3,687,1,207,58,18,0,206,22,57,40,30,23,3,0,0,22,1857,936,921,941,492,41,19,243,141,299,115,358,217,33,19,5403,5222,7065,9875,6579,4656,11208,12212,12126,11343,11770,15334,16338,14554,12313,17052,18564,191614,2759,2681,3582,5113,3440,2449,6069,6537,6445,5854,6012,7792,8320,7328,6097,8290,7419,96187,2644,2541,3483,4762,3139,2207,5139,5675,5681,5489,5758,7542,8018,7226,6216,8762,11145,95427,77081,43088,33993,5680,3684,1996,1484,3756,661,308,76,417,845,1029
134,8128,Main-Tauber-Kreis,1059,539,520,7,1130,0,171,69,6,0,549,0,40,37,64,39,7,18,87,43,1555,771,784,961,491,46,16,257,130,297,141,361,204,10,6,3231,3106,4498,6412,4378,3134,7610,7700,7476,7296,7825,10315,11390,10371,8949,13310,15180,132181,1658,1600,2275,3279,2279,1626,4280,4178,3947,3690,3909,5248,5739,5216,4423,6432,6112,65891,1573,1506,2223,3133,2099,1508,3330,3522,3529,3606,3916,5067,5651,5155,4526,6878,9068,66290,51626,28167,23459,2852,1754,1098,1304.41,2422,399,349,43,263,587,721
135,8135,"Heidenheim, Landkreis",1157,551,606,1,537,2,132,33,4,0,175,0,24,48,0,22,18,0,68,11,1443,691,752,637,306,19,3,134,73,298,129,186,101,24,8,3387,3356,4648,6512,4517,3071,7474,7787,7606,7329,7835,10109,10864,9632,8047,12903,15450,130527,1695,1733,2399,3374,2368,1632,4058,4204,3928,3783,3919,5086,5567,4815,4004,6106,6225,64896,1692,1623,2249,3138,2149,1439,3416,3583,3678,3546,3916,5023,5297,4817,4043,6797,9225,65631,49460,27981,21479,5499,3648,1851,627.13,3721,908,234,44,316,979,1312
136,8136,Ostalbkreis,2815,1429,1386,5,1054,1,307,147,12,0,338,0,87,83,0,34,5,22,0,18,3190,1548,1642,1716,844,85,42,371,174,648,257,612,371,40,25,8394,8217,11625,16088,11057,7580,19441,19154,18393,18262,19630,24597,25902,23122,19106,29629,32453,312650,4347,4169,5926,8175,5646,4022,10425,10285,9566,9282,9962,12593,13151,11632,9320,14277,13019,155797,4047,4048,5699,7913,5411,3558,9016,8869,8827,8980,9668,12004,12751,11490,9786,15352,19434,156853,120242,68243,51999,9585,6417,3168,1511.57,6030,1358,303,101,590,1473,1933
137,8215,"Karlsruhe, Landkreis",3709,1928,1781,3,1019,0,188,65,1,0,343,0,0,133,155,25,0,0,85,24,4488,2132,2356,1463,666,110,50,281,137,485,196,587,283,54,31,11474,11390,15455,20401,14049,9856,23682,25025,25659,25793,27477,36352,38756,33154,27884,43167,46267,435841,5898,5910,8015,10568,7311,5289,12800,13270,13152,12863,13780,18300,19592,16557,13564,20653,18861,216383,5576,5480,7440,9833,6738,4567,10882,11755,12507,12930,13697,18052,19164,16597,14320,22514,27406,219458,170123,92661,77462,17693,10800,6893,1084.95,7652,1673,648,138,809,1779,1909
138,8216,"Rastatt, Landkreis",1955,1016,939,5,577,0,165,48,4,0,300,0,0,18,5,0,0,0,37,0,2417,1157,1260,1045,467,40,25,220,104,395,130,390,208,34,21,5798,5672,7882,10792,7357,5086,12297,12999,13182,13029,13764,18655,20446,17971,15179,22290,25075,227474,3017,2912,4034,5558,3760,2632,6563,6868,6687,6485,6810,9378,10384,9086,7478,10741,10116,112509,2781,2760,3848,5234,3597,2454,5734,6131,6495,6544,6954,9277,10062,8885,7701,11549,14959,114965,92449,51937,40512,8949,5816,3133,738.75,4418,1022,426,79,430,1150,1269
139,8225,Neckar-Odenwald-Kreis,1170,586,584,4,519,0,173,46,5,0,205,0,0,0,0,10,0,27,35,18,1622,781,841,921,408,55,19,229,100,317,127,320,162,26,15,3509,3418,4844,7063,4738,3435,8239,8242,7755,7818,8510,11500,12973,11614,9573,14169,15536,142936,1728,1783,2457,3672,2552,1891,4596,4484,4035,3966,4158,5884,6557,5821,4806,6892,6314,71596,1781,1635,2387,3391,2186,1544,3643,3758,3720,3852,4352,5616,6416,5793,4767,7277,9222,71340,55404,30896,24508,3504,2315,1189,1126.25,3026,471,451,50,287,911,1118
140,8226,Rhein-Neckar-Kreis,4930,2479,2451,5,1485,0,306,110,19,0,374,0,0,19,0,24,0,0,579,54,5645,2739,2906,1931,882,128,43,491,247,671,254,641,338,47,25,14813,14601,19694,25284,16703,12171,29576,31556,32039,32500,33210,45474,47209,40528,33387,55731,57383,541859,7593,7593,10157,13029,8680,6443,15668,16386,15899,15969,16343,22809,23623,20005,16066,26296,23569,266128,7220,7008,9537,12255,8023,5728,13908,15170,16140,16531,16867,22665,23586,20523,17321,29435,33814,275731,203577,108994,94583,19982,12092,7890,1061.71,12911,3073,1355,167,1042,3030,4532
141,8235,"Calw, Landkreis",1315,684,631,7,1211,0,122,44,2,0,312,0,62,62,81,41,0,25,363,97,1595,753,842,656,325,48,12,164,77,213,107,231,129,16,10,4080,4056,5686,8007,5428,3797,8851,8995,8452,8863,9511,12348,13800,12081,9996,14854,16554,155359,2155,2090,2947,4151,2869,1962,4838,4828,4438,4508,4785,6205,7044,6031,4908,7246,6678,77683,1925,1966,2739,3856,2559,1835,4013,4167,4014,4355,4726,6143,6756,6050,5088,7608,9876,77676,60419,33431,26988,6957,4350,2607,797.51,3306,784,277,45,282,810,1120
142,8236,Enzkreis,1607,818,789,4,313,0,78,23,3,0,166,0,36,0,0,7,0,0,0,0,1966,959,1007,167,66,7,3,31,10,80,30,49,23,5,0,4951,5104,7018,9943,6985,4668,10795,10758,10865,11097,11904,16587,17735,14991,12236,19534,20895,196066,2556,2654,3602,5136,3609,2460,5860,5696,5414,5583,5917,8226,8944,7488,5985,9399,8571,97100,2395,2450,3416,4807,3376,2208,4935,5062,5451,5514,5987,8361,8791,7503,6251,10135,12324,98966,76987,41959,35028,8244,5053,3191,573.69,3036,706,287,63,313,780,798
143,8237,"Freudenstadt, Landkreis",1051,518,533,2,456,0,89,42,8,0,107,0,27,115,0,0,0,0,50,18,1290,591,699,764,370,32,11,193,108,229,100,310,151,20,11,2986,2979,4194,6007,3997,2913,6879,6812,6576,6445,7153,9375,10259,8973,7395,10791,12499,116233,1517,1520,2155,3126,2088,1579,3746,3637,3330,3279,3581,4722,5145,4526,3743,5242,4930,57866,1469,1459,2039,2881,1909,1334,3133,3175,3246,3166,3572,4653,5114,4447,3652,5549,7569,58367,47143,26445,20698,3823,2305,1518,870.67,2251,402,249,36,218,590,783
144,8315,"Breisgau-Hochschwarzwald, Landkreis",2320,1171,1149,14,1297,0,262,41,3,0,587,0,18,0,65,7,0,40,236,38,2430,1113,1317,411,187,34,15,99,41,86,30,192,101,25,21,6987,6985,9552,12749,8617,6223,14457,14485,14320,14485,15362,21037,22236,19313,16614,26294,27627,257343,3567,3622,4871,6624,4521,3351,7689,7529,7180,7153,7440,10423,11003,9531,7931,12625,11525,126585,3420,3363,4681,6125,4096,2872,6768,6956,7140,7332,7922,10614,11233,9782,8683,13669,16102,130758,93061,48020,45041,8205,4813,3392,1378.33,4640,926,347,57,370,1073,1290
145,8316,"Emmendingen, Landkreis",1453,731,722,4,996,0,154,35,2,0,165,0,0,99,0,8,0,0,515,18,1584,773,811,681,299,64,22,149,67,199,76,269,134,21,9,4412,4276,6007,8049,5391,3890,8914,9180,9319,9182,9959,13493,14463,12460,10590,15829,16668,162082,2247,2210,3065,4242,2788,2003,4738,4824,4712,4511,4921,6774,7206,6140,5192,7503,6844,79920,2165,2066,2942,3807,2603,1887,4176,4356,4607,4671,5038,6719,7257,6320,5398,8326,9824,82162,63472,33115,30357,4428,2614,1814,679.88,2868,556,220,46,268,663,682
146,8317,Ortenaukreis,3797,1903,1894,14,2264,27,547,134,43,0,674,0,46,296,66,47,24,25,292,43,4491,2114,2377,1973,957,182,85,411,197,603,222,777,453,65,35,11488,11062,15716,20900,14012,9870,23613,25529,24307,23581,25324,33976,36496,32060,27525,38963,45684,420106,5874,5728,7995,10763,7256,5191,12407,13403,12511,11847,12688,17240,18591,16077,13625,18744,18453,208393,5614,5334,7721,10137,6756,4679,11206,12126,11796,11734,12636,16736,17905,15983,13900,20219,27231,211713,167257,91500,75757,11746,7389,4357,1850.84,8129,1677,573,102,651,1904,2555
147,8325,"Rottweil, Landkreis",1290,670,620,4,830,1,130,40,2,5,135,32,0,37,0,0,0,0,427,21,1496,720,776,743,374,46,17,213,122,203,85,281,150,23,11,3757,3623,5116,7022,4851,3361,7706,8039,7622,7643,8270,11137,12005,10388,8454,13287,15219,137500,1956,1888,2626,3574,2552,1681,4198,4184,3921,3899,4152,5683,6152,5294,4146,6421,6177,68504,1801,1735,2490,3448,2299,1680,3508,3855,3701,3744,4118,5454,5853,5094,4308,6866,9042,68996,54746,30627,24119,4128,2622,1506,769.43,2233,498,197,52,263,528,546
148,8326,Schwarzwald-Baar-Kreis,1838,902,936,5,1242,0,232,60,19,17,381,0,69,40,78,59,46,38,136,67,2325,1100,1225,1282,587,58,19,253,122,485,188,486,258,27,16,5587,5332,7502,9885,6777,4914,12491,13469,12354,11756,11853,15793,17247,15777,13244,21019,24648,209648,2836,2731,3800,5013,3584,2666,6741,7260,6416,6016,5942,7897,8737,7920,6347,9981,10017,103904,2751,2601,3702,4872,3193,2248,5750,6209,5938,5740,5911,7896,8510,7857,6897,11038,14631,105744,80140,43309,36831,8905,5485,3420,1025.26,4079,1043,359,80,423,962,1131
149,8327,"Tuttlingen, Landkreis",1276,615,661,2,363,4,122,29,6,0,202,0,0,0,0,0,0,0,0,0,1396,690,706,560,250,53,20,117,63,202,59,188,108,24,13,3931,3893,5415,7203,4901,3245,7995,8822,8366,8234,8437,10431,11197,9918,8252,12070,14296,136606,1965,2011,2755,3726,2571,1709,4349,4679,4435,4154,4311,5272,5746,4974,4079,5764,5887,68387,1966,1882,2660,3477,2330,1536,3646,4143,3931,4080,4126,5159,5451,4944,4173,6306,8409,68219,55053,30305,24748,6312,4030,2282,734.35,2108,552,168,20,176,424,520
150,8335,"Konstanz, Landkreis",2497,1301,1196,10,1639,2,376,95,18,0,462,18,65,168,67,45,20,0,266,37,2792,1365,1427,1460,702,48,23,308,145,511,219,593,315,44,28,7403,7084,9831,12991,8769,7125,20668,18824,16844,15561,16195,22164,23452,19608,16356,27198,30215,280288,3806,3624,4982,6578,4508,3551,10707,9753,8360,7650,7881,10851,11588,9738,7812,12751,12281,136421,3597,3460,4849,6413,4261,3574,9961,9071,8484,7911,8314,11313,11864,9870,8544,14447,17934,143867,94203,47718,46485,12537,7308,5229,817.98,6014,1468,455,110,540,1273,1672
151,8336,"Lörrach, Landkreis",1891,988,903,3,829,0,162,80,15,0,328,0,57,20,74,25,0,20,30,18,2255,1094,1161,681,312,85,27,141,77,183,73,272,135,32,17,6274,6312,8534,11123,7650,5335,12536,13645,13618,13190,13821,18792,20045,17222,13651,21021,23939,226708,3241,3181,4383,5778,3859,2783,6613,6902,6807,6390,6731,9301,9946,8589,6750,9908,9773,110935,3033,3131,4151,5345,3791,2552,5923,6743,6811,6800,7090,9491,10099,8633,6901,11113,14166,115773,71115,36657,34458,8556,5048,3508,806.76,4223,969,299,57,375,913,1154
152,8337,"Waldshut, Landkreis",1248,662,586,6,659,0,155,34,13,0,279,0,0,0,0,12,0,0,80,86,1756,882,874,740,376,28,14,238,127,201,88,273,147,24,15,4551,4653,6444,8631,5837,4049,9328,9843,9853,9445,9918,13126,14358,12731,10768,16158,18168,167861,2358,2383,3264,4491,3059,2105,5087,5070,4980,4740,4895,6579,7266,6321,5249,7795,7464,83106,2193,2270,3180,4140,2778,1944,4241,4773,4873,4705,5023,6547,7092,6410,5519,8363,10704,84755,51076,25633,25443,6425,3696,2729,1131.16,2679,634,158,49,269,622,670
153,8415,"Reutlingen, Landkreis",2499,1264,1235,5,1137,0,274,82,5,0,266,40,52,37,0,31,0,0,294,56,2818,1349,1469,1460,692,100,43,356,187,627,254,377,208,39,30,7608,7394,10277,13755,9374,6653,17072,17823,16753,16410,17852,22827,23957,20662,16860,26396,30440,282113,3886,3815,5268,7139,4820,3491,9101,9250,8640,8189,8885,11600,12118,10317,8237,12481,12397,139634,3722,3579,5009,6616,4554,3162,7971,8573,8113,8221,8967,11227,11839,10345,8623,13915,18043,142479,110064,59503,50561,14151,8372,5779,1028.09,5689,1768,353,95,514,1114,1969
154,8416,"Tübingen, Landkreis",2096,1065,1031,6,1906,71,617,102,63,84,393,0,143,77,79,48,40,27,162,0,1695,777,918,875,448,20,10,180,84,280,141,395,213,30,18,6266,5885,7966,10618,7028,5922,19462,18601,15231,13036,12950,16521,17636,15482,12511,17706,19016,221837,3182,3000,4067,5449,3632,2912,9073,9387,7795,6581,6342,8268,8747,7609,6041,8565,7618,108268,3084,2885,3899,5169,3396,3010,10389,9214,7436,6455,6608,8253,8889,7873,6470,9141,11398,113569,79550,41641,37909,8821,5029,3792,519.19,3777,1002,212,48,281,717,1189
155,8417,Zollernalbkreis,1528,763,765,5,578,2,233,44,5,1,209,0,0,0,55,0,0,0,29,0,2047,962,1085,875,448,39,19,150,101,349,138,337,190,33,20,4691,4672,6705,9186,6291,4427,11079,11308,10436,10071,11408,14845,16589,14624,12053,18341,21869,188595,2395,2405,3416,4769,3299,2435,5944,6092,5391,5105,5698,7487,8445,7350,5852,8785,8740,93608,2296,2267,3289,4417,2992,1992,5135,5216,5045,4966,5710,7358,8144,7274,6201,9556,13129,94987,72646,39652,32994,6789,4297,2492,917.71,3938,854,377,67,373,931,1331
156,8425,Alb-Donau-Kreis,1802,898,904,4,418,0,212,55,3,0,134,0,0,0,0,13,1,0,0,0,1807,855,952,464,219,55,20,119,53,116,50,174,96,17,11,5524,5362,7400,10248,7004,4871,11400,11774,11265,11485,12124,15666,16446,14085,11452,17092,18906,192104,2830,2708,3842,5327,3591,2579,6253,6319,5935,5837,6102,7957,8429,7099,5797,8371,7757,96733,2694,2654,3558,4921,3413,2292,5147,5455,5330,5648,6022,7709,8017,6986,5655,8721,11149,95371,76992,43457,33535,7605,5062,2543,1358.67,2976,734,192,63,355,753,672
157,8426,"Biberach, Landkreis",1881,971,910,6,879,0,180,43,1,0,259,0,0,100,59,29,4,0,180,24,1873,902,971,914,503,34,12,212,126,283,137,385,228,17,14,5744,5607,7634,10302,7088,4768,11541,12260,11908,11516,12613,15828,16223,14369,11623,16561,18434,194019,2919,2880,3940,5244,3673,2477,6245,6514,6154,5843,6395,8142,8310,7180,5913,8180,7531,97540,2825,2727,3694,5058,3415,2291,5296,5746,5754,5673,6218,7686,7913,7189,5710,8381,10903,96479,78228,44017,34211,5066,3437,1629,1409.75,2717,499,218,46,313,639,718
158,8435,Bodenseekreis,1850,944,906,5,742,7,235,72,14,0,279,0,40,24,0,29,0,22,20,0,2081,1013,1068,1313,585,26,2,224,116,508,174,555,293,48,22,5599,5499,7409,10044,7044,5055,11805,12401,12443,12373,12812,17042,17862,15353,12951,23246,23263,212201,2837,2816,3744,5222,3681,2607,6276,6413,6342,6233,6428,8495,8870,7598,6081,11065,9861,104569,2762,2683,3665,4822,3363,2448,5529,5988,6101,6140,6384,8547,8992,7755,6870,12181,13402,107632,82913,45346,37567,10081,6042,4039,664.81,3367,753,203,33,263,782,832
159,8436,"Ravensburg, Landkreis",2581,1256,1325,11,1762,9,365,97,31,0,441,0,70,119,63,17,18,48,320,164,2753,1348,1405,1832,928,138,56,329,165,540,233,825,474,71,47,7758,7639,10574,14277,9895,7225,17461,18019,16597,16431,17514,22799,23202,19908,16462,26240,27295,279296,3922,3877,5505,7378,5062,3906,9279,9425,8375,8332,8766,11468,11671,9842,8031,12715,11159,138713,3836,3762,5069,6899,4833,3319,8182,8594,8222,8099,8748,11331,11531,10066,8431,13525,16136,140583,107432,58033,49399,8870,5541,3329,1631.82,4327,822,295,55,410,912,1149
160,8437,"Sigmaringen, Landkreis",1124,602,522,4,690,0,161,32,14,0,169,0,0,40,0,43,0,32,127,72,1290,605,685,684,345,68,20,138,69,179,90,299,166,20,13,3478,3433,4835,6708,4880,3577,8281,8191,7442,7074,7796,10298,11576,9810,8038,11872,13483,130772,1815,1765,2495,3454,2547,1895,4521,4537,3868,3607,3896,5131,5923,4965,3941,5770,5505,65635,1663,1668,2340,3254,2333,1682,3760,3654,3574,3467,3900,5167,5653,4845,4097,6102,7978,65137,49829,27610,22219,3625,2409,1216,1204.34,2567,469,152,43,257,611,734
161,9161,Ingolstadt,1449,745,704,3,1277,2,264,83,2,0,280,34,0,87,50,54,26,0,377,18,1220,598,622,1058,526,8,5,358,190,552,235,140,96,0,0,4121,3544,4590,5732,3832,2657,7789,11345,10813,9378,8552,9740,9805,8625,7200,11790,12925,132438,2116,1843,2373,2949,2089,1381,4085,6143,5823,4961,4397,5047,5079,4302,3467,5529,5241,66825,2005,1701,2217,2783,1743,1276,3704,5202,4990,4417,4155,4693,4726,4323,3733,6261,7684,65613,54771,31725,23046,8240,5473,2767,133.37,2433,681,226,65,222,602,657
162,9162,"München, Landeshauptstadt",17009,8653,8356,50,11496,186,3090,753,300,260,3473,140,558,523,923,319,204,225,464,78,11139,5355,5784,5809,2563,662,226,1680,643,2819,1299,648,395,0,0,47406,39557,47514,53598,33366,25294,89816,136174,135098,116137,102386,111828,102882,82138,68504,132420,126263,1450381,24256,20223,24211,27601,17815,13094,43494,66085,66814,58254,52294,58019,51944,40373,31365,60983,50325,707150,23150,19334,23303,25997,15551,12200,46322,70089,68284,57883,50092,53809,50938,41765,37139,71437,75938,743231,580002,297206,282796,143050,80447,62603,310.7,39897,17228,2559,583,2563,6983,10969
163,9163,Rosenheim,647,336,311,2,622,3,156,70,5,0,210,0,54,30,50,44,0,0,0,0,578,277,301,806,358,29,7,195,96,474,197,108,58,0,0,1743,1607,2156,2737,1847,1273,3963,4901,4406,4056,3939,4736,4791,3784,3359,6490,6056,61844,897,799,1068,1412,942,657,2041,2611,2320,2072,1966,2453,2386,1888,1500,2934,2327,30273,846,808,1088,1325,905,616,1922,2290,2086,1984,1973,2283,2405,1896,1859,3556,3729,31571,23007,11846,11161,4212,2380,1832,37.22,1700,589,140,34,165,329,457
164,9171,"Altötting, Landkreis",948,454,494,3,571,0,172,58,12,0,184,20,45,20,30,30,0,0,0,0,1298,617,681,535,245,1,0,117,34,335,172,82,39,0,0,2825,2876,3806,5255,3578,2391,6046,6144,6345,6123,6622,8740,9338,8307,6938,11089,12062,108485,1405,1490,1957,2701,1860,1232,3188,3187,3275,3106,3370,4425,4727,4159,3369,5152,4766,53369,1420,1386,1849,2554,1718,1159,2858,2957,3070,3017,3252,4315,4611,4148,3569,5937,7296,55116,41998,24004,17994,2946,1954,992,569.35,2112,372,183,42,216,491,569
165,9172,"Berchtesgadener Land, Landkreis",916,472,444,9,606,1,156,21,3,40,274,0,0,25,50,6,0,0,0,30,1218,571,647,168,87,13,2,86,37,69,48,0,0,0,0,2670,2545,3379,4456,3115,2276,6190,6742,6418,5966,5985,8110,8463,7145,6103,11857,12487,103907,1403,1283,1744,2312,1657,1188,3298,3577,3321,2984,3027,4101,4123,3548,2847,5508,4976,50897,1267,1262,1635,2144,1458,1088,2892,3165,3097,2982,2958,4009,4340,3597,3256,6349,7511,53010,32850,16859,15991,3644,1882,1762,839.92,2123,468,188,39,211,493,486
166,9173,"Bad Tölz-Wolfratshausen, Landkreis",1132,557,575,4,624,4,130,22,9,0,207,0,0,25,68,36,0,0,0,123,1276,601,675,422,189,13,4,76,34,276,125,57,26,0,0,3415,3353,4582,6242,4098,2910,6925,7100,6997,7448,7798,10692,10830,9052,7162,12978,13348,124930,1749,1740,2392,3160,2137,1561,3658,3693,3479,3663,3813,5298,5450,4551,3483,6086,5549,61462,1666,1613,2190,3082,1961,1349,3267,3407,3518,3785,3985,5394,5380,4501,3679,6892,7799,63468,46388,24105,22283,4900,2878,2022,1110.69,1779,396,130,37,184,445,313
167,9174,"Dachau, Landkreis",1427,716,711,1,489,0,160,45,42,0,135,35,4,52,0,16,0,0,0,0,1286,615,671,225,132,14,6,90,50,121,76,0,0,0,0,4334,4338,5681,7268,4752,3525,8697,9346,9792,10267,10105,13087,12873,10333,8138,13673,13161,149370,2245,2258,2907,3701,2575,1913,4669,4875,4929,5170,5086,6602,6568,5256,3986,6595,5410,74745,2089,2080,2774,3567,2177,1612,4028,4471,4863,5097,5019,6485,6305,5077,4152,7078,7751,74625,61389,32794,28595,8011,4841,3170,579.18,1948,575,158,45,213,428,347
168,9175,"Ebersberg, Landkreis",1262,628,634,1,328,0,124,18,2,0,132,0,0,0,11,23,0,0,0,18,1210,602,608,61,23,53,23,1,0,7,0,0,0,0,0,4156,4121,5701,7160,4730,3367,7618,7425,8120,8987,9495,12592,11949,9329,7025,12774,12872,137421,2119,2146,2940,3710,2492,1868,4138,3789,4028,4458,4719,6450,5989,4712,3420,6065,5521,68564,2037,1975,2761,3450,2238,1499,3480,3636,4092,4529,4776,6142,5960,4617,3605,6709,7351,68857,53449,27950,25499,5711,3270,2441,549.37,1593,376,128,29,147,387,317
169,9176,"Eichstätt, Landkreis",1325,680,645,2,449,1,128,24,2,0,145,20,0,116,8,5,0,0,0,0,1187,610,577,60,36,24,1,0,0,36,35,0,0,0,0,3938,3791,4943,6767,4485,3233,8029,8336,8434,8341,8416,10511,10843,9419,7322,10380,11617,128805,2011,1967,2564,3486,2305,1713,4234,4425,4411,4315,4340,5499,5526,4819,3717,5154,4798,65284,1927,1824,2379,3281,2180,1520,3795,3911,4023,4026,4076,5012,5317,4600,3605,5226,6819,63521,52057,30441,21616,3104,2141,963,1214.05,933,174,74,32,119,210,105
170,9177,"Erding, Landkreis",1297,690,607,3,406,1,121,38,6,0,194,20,0,0,8,10,8,0,0,0,1098,535,563,486,255,4,0,121,57,291,143,70,55,0,0,3892,3799,5241,7066,4734,3218,7719,8047,8314,9063,9386,12367,12264,9432,7339,11028,10838,133747,2035,1993,2697,3629,2437,1637,4109,4137,4141,4624,4741,6373,6309,4819,3737,5337,4566,67321,1857,1806,2544,3437,2297,1581,3610,3910,4173,4439,4645,5994,5955,4613,3602,5691,6272,66426,55734,30053,25681,4894,2917,1977,870.72,1508,298,120,33,166,336,307
